Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
2016/5/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/13,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,SAN BERNARDO E-3,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,60,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO BUS,PASAJERO BUS,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/8/11,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,SAN BERNARDINO E-7,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,SAN BENITO E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/26,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,SAN BENITO E-6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,SAN BENITO E-6,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/8,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,SAN ANTONIO E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,SAN ANTONIO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,SAN ANTONIO E-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,SAN ANTONIO DE ESCOCIA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,SAN ANDRÉS ALTO E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,SAN ANDRES   E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,SAN ANDRES   E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,SAN ANDRES   E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,SAMPER MENDOZA E-14,URBANA,PARQUEADERO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,SAMPER MENDOZA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,SAMPER MENDOZA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,SAMPER MENDOZA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,SALITRE E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,SABANAS DEL DORADO E-10,URBANA,PARQUEADERO,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,SABANA GRANDE E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/4,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RUBIO SANTANDER E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/22,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,RUBI E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,ROMA  E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/10,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,ROMA  E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,ROMA  E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/7/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,ROMA  E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,RINCON DEL VALLE E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RINCÓN DE SUBA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RINCÓN DE SUBA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,RINCÓN DE GALICIA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,RINCÓN DE BRITALIA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,RINCÓN DE BRITALIA E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,54,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,RICAURTE E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/1/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,RICAURTE E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,69,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,RICAURTE E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/4/21,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,RICAURTE E-14,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/9/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,RICAURTE E-14,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/3/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,RESURRECCIÓN E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR TAXI,52,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,RESTREPO E-15,URBANA,DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,11001000,1
2016/5/7,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,RESTREPO E-15,URBANA,LOCAL COMERCIAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/3/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/5/30,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,RESTREPO E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,REPUBLICA DE CANADA E-4,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,RECUERDO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,QUIROGA VII ETAPA E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/28,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,QUIROGA IHS ETAPA E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,QUIROGA IHS ETAPA E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,QUINTAS DEL PLAN SOCIAL E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/12,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,QUINTA MUTIS E-12,URBANA,APARTAMENTO,ARMA DE FUEGO,A PIE,A PIE,36,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/23,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,QUINDIO E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/10/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,QUINDIO E-4,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/10/27,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,QUINDIO E-4,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,2
2016/12/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,QUIBA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/3,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,PUERTA DE TEJA E-9,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,11001000,1
2016/6/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,PUERTA AL LLANO E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,PUERTA AL LLANO E-5,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/11/19,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,PUERTA AL LLANO E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,64,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/6,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,PROVIDENCIA E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/2/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,PROTECHO BOGOTA II ETAPA I E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/12/25,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,PROGRESO II SECTOR LA REFORMA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,2001/1/1,PROGRESO II SECTOR LA REFORMA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/1/16,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,PROGRESO II SECTOR LA REFORMA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/6/20,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,PRÍNCIPE DE BOCHICA E-18,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/4/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,PRÍNCIPE DE BOCHICA E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,40,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,PRIMARIA,11001000,1
2016/4/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2001/1/1,PRÍNCIPE DE BOCHICA E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/7/9,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2001/1/1,PRIMERO DE MAYO E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/5,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2001/1/1,PRIMAVERA NUEVA E-16,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,11001000,1
2016/9/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2001/1/1,PRADO PINZON E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,11001000,1
2016/8/24,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2001/1/1,PRADO PINZON E-11,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,55,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,11001000,1
2016/5/2,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2001/1/1,POTRERITO E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,11001000,1
